age,balance,duration,campaign,pdays,previous,day,default,housing,loan,job,marital,education,contact,month,poutcome,y
48,418,102,3,-1,0,9,0,1,0,blue-collar,married,primary,unknown,may,unknown,0
41,-256,35,3,-1,0,9,0,0,1,admin.,single,secondary,unknown,may,unknown,0
36,494,83,3,-1,0,9,0,1,0,technician,married,secondary,unknown,may,unknown,0
32,85,834,9,-1,0,9,0,1,0,services,single,secondary,unknown,may,unknown,0
58,127,244,5,-1,0,9,0,1,0,management,single,unknown,unknown,may,unknown,0
40,69,143,3,-1,0,9,0,1,0,services,married,secondary,unknown,may,unknown,0
31,713,1534,2,-1,0,9,0,1,0,management,married,tertiary,unknown,may,unknown,0
42,-10,291,4,-1,0,9,0,1,0,blue-collar,married,primary,unknown,may,unknown,0
34,-294,163,2,-1,0,12,0,1,0,blue-collar,divorced,secondary,unknown,may,unknown,0
34,222,149,6,-1,0,12,0,1,0,technician,married,secondary,unknown,may,unknown,0
35,86,33,4,-1,0,12,0,1,0,technician,married,unknown,unknown,may,unknown,0
57,0,144,6,-1,0,12,0,1,1,management,divorced,secondary,unknown,may,unknown,0
28,26,40,3,-1,0,12,0,0,0,blue-collar,married,primary,unknown,may,unknown,0
50,103,79,6,-1,0,12,0,1,0,technician,married,secondary,unknown,may,unknown,0
46,-80,112,2,-1,0,12,0,1,0,self-employed,married,tertiary,unknown,may,unknown,0
28,131,147,5,-1,0,12,0,1,0,blue-collar,married,secondary,unknown,may,unknown,0
57,106,836,4,-1,0,12,0,0,0,unknown,married,unknown,unknown,may,unknown,0
49,15,290,5,-1,0,12,1,0,0,admin.,married,secondary,unknown,may,unknown,0
56,4542,148,2,-1,0,12,0,0,0,management,single,tertiary,unknown,may,unknown,0
56,172,289,5,-1,0,12,0,1,0,blue-collar,married,secondary,unknown,may,unknown,0
49,0,345,2,-1,0,12,1,1,0,management,divorced,tertiary,unknown,may,unknown,0
50,107,1002,5,-1,0,12,0,1,0,management,married,tertiary,unknown,may,unknown,0
47,15,181,4,-1,0,12,0,0,0,admin.,single,secondary,unknown,may,unknown,0
45,101,460,5,-1,0,12,0,1,0,blue-collar,married,primary,unknown,may,unknown,1
44,304,129,2,-1,0,12,0,1,0,unemployed,married,secondary,unknown,may,unknown,0
51,7816,76,2,-1,0,12,0,1,0,blue-collar,married,tertiary,unknown,may,unknown,0
34,0,111,2,-1,0,12,0,1,0,blue-collar,married,secondary,unknown,may,unknown,0
25,784,104,2,-1,0,12,0,1,1,management,married,tertiary,unknown,may,unknown,0
30,2581,221,2,-1,0,12,0,0,0,blue-collar,married,primary,unknown,may,unknown,0
39,507,150,7,-1,0,12,0,1,0,unemployed,divorced,secondary,unknown,may,unknown,0
25,333,399,3,-1,0,12,0,1,0,student,married,tertiary,unknown,may,unknown,0
34,-220,115,4,-1,0,12,0,1,1,admin.,divorced,secondary,unknown,may,unknown,0
25,249,149,5,-1,0,12,0,1,0,blue-collar,single,secondary,unknown,may,unknown,0
33,-257,92,4,-1,0,12,0,1,0,blue-collar,married,secondary,unknown,may,unknown,0
44,210,111,2,-1,0,12,0,0,1,services,divorced,secondary,unknown,may,unknown,0
55,18722,128,2,-1,0,12,0,1,0,retired,married,secondary,unknown,may,unknown,0
54,42,192,2,-1,0,12,0,1,0,admin.,married,secondary,unknown,may,unknown,0
43,210,88,5,-1,0,12,0,1,0,unemployed,married,secondary,unknown,may,unknown,0
35,325,592,2,-1,0,12,0,0,0,blue-collar,married,secondary,unknown,may,unknown,0
27,123,105,3,-1,0,12,0,1,0,services,single,secondary,unknown,may,unknown,0
42,-25,62,2,-1,0,12,0,1,0,blue-collar,married,primary,unknown,may,unknown,0
40,66,29,8,-1,0,12,0,1,0,technician,married,secondary,unknown,may,unknown,0
31,0,59,4,-1,0,12,0,1,1,blue-collar,married,primary,unknown,may,unknown,0
29,409,247,3,-1,0,12,0,1,0,technician,married,tertiary,unknown,may,unknown,0
49,4785,160,4,-1,0,12,0,0,0,technician,married,secondary,unknown,may,unknown,0
59,121,144,7,-1,0,12,0,1,0,retired,divorced,primary,unknown,may,unknown,0
37,0,346,4,-1,0,12,0,1,0,management,married,tertiary,unknown,may,unknown,0
60,231,57,2,-1,0,12,0,1,0,blue-collar,married,unknown,unknown,may,unknown,0
25,1135,396,3,-1,0,12,0,1,0,technician,single,secondary,unknown,may,unknown,0
28,-201,286,4,-1,0,12,0,1,0,admin.,married,secondary,unknown,may,unknown,0
40,-278,400,3,-1,0,12,0,1,0,services,single,secondary,unknown,may,unknown,0
43,16,282,4,-1,0,12,0,1,0,technician,single,tertiary,unknown,may,unknown,0
51,-283,38,4,-1,0,12,1,1,0,blue-collar,married,primary,unknown,may,unknown,0
28,-103,252,4,-1,0,12,0,1,0,admin.,single,secondary,unknown,may,unknown,0
54,113,76,3,-1,0,12,0,0,0,management,married,primary,unknown,may,unknown,0
37,194,566,7,-1,0,12,0,1,0,blue-collar,married,secondary,unknown,may,unknown,0
35,247,167,2,-1,0,12,0,1,0,self-employed,married,tertiary,unknown,may,unknown,0
26,-402,127,2,-1,0,12,1,0,1,management,divorced,tertiary,unknown,may,unknown,0
55,-40,178,2,-1,0,12,0,1,0,services,single,secondary,unknown,may,unknown,0
57,3867,71,2,-1,0,12,0,1,0,unemployed,married,secondary,unknown,may,unknown,0
39,36,109,2,-1,0,12,0,1,0,blue-collar,divorced,secondary,unknown,may,unknown,0
36,2167,120,2,-1,0,12,0,1,1,services,married,tertiary,unknown,may,unknown,0
35,243,102,3,-1,0,12,0,1,0,management,single,tertiary,unknown,may,unknown,0
33,2,409,2,-1,0,12,0,1,1,blue-collar,married,primary,unknown,may,unknown,0
40,737,117,2,-1,0,12,0,1,0,services,single,secondary,unknown,may,unknown,0
31,286,177,4,-1,0,12,0,0,0,technician,married,secondary,unknown,may,unknown,0
32,311,757,2,-1,0,12,0,0,0,management,single,tertiary,unknown,may,unknown,1
27,541,145,1,-1,0,12,0,1,0,management,single,tertiary,unknown,may,unknown,0
31,2963,124,1,-1,0,12,0,1,0,services,single,secondary,unknown,may,unknown,0
28,-871,36,4,-1,0,12,1,1,0,blue-collar,single,secondary,unknown,may,unknown,0
33,75,94,2,-1,0,12,0,1,1,blue-collar,divorced,secondary,unknown,may,unknown,0
31,2597,189,1,-1,0,12,0,1,0,blue-collar,single,secondary,unknown,may,unknown,0
25,-454,24,1,-1,0,12,0,1,0,services,married,secondary,unknown,may,unknown,0
29,0,33,2,-1,0,12,0,0,0,technician,married,secondary,unknown,may,unknown,0
47,304,185,1,-1,0,12,0,1,0,blue-collar,married,primary,unknown,may,unknown,0
59,220,165,1,-1,0,12,0,1,0,blue-collar,divorced,primary,unknown,may,unknown,0
35,561,405,3,-1,0,12,0,1,0,management,single,tertiary,unknown,may,unknown,0
33,211,172,2,-1,0,12,0,1,0,blue-collar,married,primary,unknown,may,unknown,0
31,4509,207,3,-1,0,12,0,1,0,management,single,tertiary,unknown,may,unknown,0
42,196,325,3,-1,0,12,0,1,0,management,single,tertiary,unknown,may,unknown,0
26,124,57,8,-1,0,12,0,1,0,technician,single,secondary,unknown,may,unknown,0
34,381,102,1,-1,0,12,0,1,0,blue-collar,single,secondary,unknown,may,unknown,0
31,184,378,3,-1,0,12,0,1,0,admin.,married,secondary,unknown,may,unknown,0
30,-149,164,3,-1,0,12,1,1,1,blue-collar,single,unknown,unknown,may,unknown,0
54,-337,288,2,-1,0,12,0,1,0,admin.,married,unknown,unknown,may,unknown,0
52,210,154,1,-1,0,12,0,1,0,blue-collar,single,primary,unknown,may,unknown,0
40,737,102,1,-1,0,12,0,1,1,blue-collar,divorced,primary,unknown,may,unknown,0
56,75,136,2,-1,0,12,0,1,0,blue-collar,divorced,secondary,unknown,may,unknown,0
25,641,53,1,-1,0,12,0,1,0,student,single,tertiary,unknown,may,unknown,0
60,78,113,3,-1,0,12,0,1,0,retired,married,secondary,unknown,may,unknown,0
43,1558,110,3,-1,0,12,0,1,0,blue-collar,married,primary,unknown,may,unknown,0
32,227,523,1,-1,0,12,0,1,0,entrepreneur,married,unknown,unknown,may,unknown,0
48,602,231,1,-1,0,12,0,1,0,blue-collar,divorced,secondary,unknown,may,unknown,0
43,798,217,1,-1,0,12,0,1,0,self-employed,single,secondary,unknown,may,unknown,0
37,1047,151,1,-1,0,12,0,1,1,technician,married,secondary,unknown,may,unknown,0
52,111,179,2,-1,0,12,0,1,0,services,divorced,primary,unknown,may,unknown,0
25,-439,293,1,-1,0,12,0,1,0,services,single,secondary,unknown,may,unknown,0
31,37,281,1,-1,0,12,1,1,0,entrepreneur,single,tertiary,unknown,may,unknown,0
35,362,363,2,-1,0,12,0,1,0,blue-collar,married,secondary,unknown,may,unknown,0
27,1,86,1,-1,0,12,0,1,0,admin.,single,secondary,unknown,may,unknown,0
41,304,1147,2,-1,0,12,0,1,0,self-employed,married,secondary,unknown,may,unknown,0
34,-89,209,1,-1,0,12,0,1,0,technician,single,secondary,unknown,may,unknown,0
55,276,486,1,-1,0,12,0,1,0,technician,married,secondary,unknown,may,unknown,0
26,288,49,2,-1,0,12,0,1,0,blue-collar,married,secondary,unknown,may,unknown,0
36,650,170,2,-1,0,12,0,1,0,blue-collar,married,primary,unknown,may,unknown,0
45,171,539,1,-1,0,12,0,1,0,admin.,married,secondary,unknown,may,unknown,0
27,-302,66,3,-1,0,12,0,1,0,technician,married,secondary,unknown,may,unknown,0
31,337,51,1,-1,0,12,0,0,0,admin.,married,secondary,unknown,may,unknown,0
29,891,820,1,-1,0,12,0,0,0,admin.,divorced,secondary,unknown,may,unknown,0
26,199,125,1,-1,0,12,0,1,1,blue-collar,single,secondary,unknown,may,unknown,0
46,997,398,1,-1,0,12,0,1,0,services,married,secondary,unknown,may,unknown,0
32,108,112,1,-1,0,12,0,1,1,entrepreneur,married,tertiary,unknown,may,unknown,0
25,40,64,1,-1,0,12,0,0,0,admin.,single,tertiary,unknown,may,unknown,0
54,208,255,1,-1,0,12,0,0,0,retired,married,primary,unknown,may,unknown,0
31,6890,34,1,-1,0,12,0,1,0,technician,married,secondary,unknown,may,unknown,0
33,395,95,8,-1,0,12,0,1,0,admin.,single,secondary,unknown,may,unknown,0
28,-214,140,3,-1,0,12,0,1,0,technician,single,tertiary,unknown,may,unknown,0
39,496,788,2,-1,0,12,0,1,0,admin.,single,secondary,unknown,may,unknown,0
37,183,194,2,-1,0,12,0,1,0,technician,married,secondary,unknown,may,unknown,0
36,199,165,4,-1,0,12,0,1,0,blue-collar,married,primary,unknown,may,unknown,0
56,179,306,2,-1,0,12,0,1,0,admin.,divorced,primary,unknown,may,unknown,0
59,434,63,3,-1,0,12,0,1,0,retired,married,secondary,unknown,may,unknown,0
30,122,501,2,-1,0,12,0,1,0,services,single,secondary,unknown,may,unknown,0
59,371,832,3,-1,0,12,0,1,0,technician,married,secondary,unknown,may,unknown,0
27,3675,101,2,-1,0,12,0,0,0,blue-collar,single,secondary,unknown,may,unknown,0
29,11,214,4,-1,0,12,0,1,0,entrepreneur,single,tertiary,unknown,may,unknown,0
48,194,290,6,-1,0,12,0,1,1,services,married,secondary,unknown,may,unknown,0
44,23,388,2,-1,0,12,0,1,0,blue-collar,married,secondary,unknown,may,unknown,0
33,1011,1495,4,-1,0,12,0,1,0,management,single,tertiary,unknown,may,unknown,0
39,446,183,1,-1,0,12,0,1,0,blue-collar,single,primary,unknown,may,unknown,0
46,-29,322,1,-1,0,12,0,1,0,blue-collar,married,primary,unknown,may,unknown,0
28,957,646,3,-1,0,12,0,1,1,admin.,married,secondary,unknown,may,unknown,0
31,297,480,1,-1,0,12,0,1,0,blue-collar,married,secondary,unknown,may,unknown,0
40,888,169,2,-1,0,12,0,1,0,services,single,secondary,unknown,may,unknown,0
37,115,74,1,-1,0,12,0,1,0,blue-collar,single,secondary,unknown,may,unknown,0
29,177,146,3,-1,0,12,0,1,0,blue-collar,married,secondary,unknown,may,unknown,0
29,-28,393,1,-1,0,12,0,1,0,blue-collar,married,secondary,unknown,may,unknown,0
24,951,744,2,-1,0,12,0,1,0,blue-collar,married,secondary,unknown,may,unknown,0
32,5,593,2,-1,0,12,0,1,0,admin.,single,secondary,unknown,may,unknown,0
26,586,215,1,-1,0,12,0,1,1,admin.,single,secondary,unknown,may,unknown,0
47,-1445,379,2,-1,0,12,1,1,0,entrepreneur,married,unknown,unknown,may,unknown,0
26,-23,315,1,-1,0,12,1,1,0,blue-collar,single,secondary,unknown,may,unknown,0
28,-284,162,1,-1,0,12,0,1,0,blue-collar,single,secondary,unknown,may,unknown,0
58,1166,493,1,-1,0,12,0,1,0,blue-collar,married,secondary,unknown,may,unknown,0
35,244,225,1,-1,0,12,0,1,0,management,single,tertiary,unknown,may,unknown,0
29,-72,208,1,-1,0,12,0,1,0,services,single,secondary,unknown,may,unknown,0
56,1399,80,4,-1,0,12,0,1,0,blue-collar,married,primary,unknown,may,unknown,0
43,0,3,1,-1,0,12,0,1,0,blue-collar,married,primary,unknown,may,unknown,0
45,431,29,1,-1,0,12,0,1,0,blue-collar,married,secondary,unknown,may,unknown,0
31,130,132,1,-1,0,12,0,1,1,admin.,single,secondary,unknown,may,unknown,0
34,187,379,2,-1,0,12,0,1,0,blue-collar,married,secondary,unknown,may,unknown,0
32,142,101,1,-1,0,12,0,1,0,management,married,primary,unknown,may,unknown,0
33,14,188,1,-1,0,12,0,1,0,technician,single,secondary,unknown,may,unknown,0
28,-219,386,2,-1,0,12,0,1,0,technician,single,secondary,unknown,may,unknown,0
43,275,457,4,-1,0,12,0,1,0,admin.,single,secondary,unknown,may,unknown,0
49,5028,891,1,-1,0,12,0,1,0,services,single,secondary,unknown,may,unknown,0
27,118,53,1,-1,0,12,0,1,1,services,single,secondary,unknown,may,unknown,0
30,290,446,1,-1,0,12,0,1,0,services,single,secondary,unknown,may,unknown,0
32,1064,326,1,-1,0,12,0,1,0,blue-collar,married,primary,unknown,may,unknown,0
37,904,507,1,-1,0,12,0,1,0,services,divorced,secondary,unknown,may,unknown,0
31,628,1083,2,-1,0,12,0,1,0,technician,single,secondary,unknown,may,unknown,0
56,13,123,2,-1,0,12,0,1,0,retired,married,primary,unknown,may,unknown,0
26,450,1266,1,-1,0,12,0,1,1,technician,married,tertiary,unknown,may,unknown,0
43,-63,160,4,-1,0,12,0,1,0,blue-collar,married,secondary,unknown,may,unknown,0
48,164,139,2,-1,0,12,0,1,0,technician,divorced,secondary,unknown,may,unknown,0
31,985,178,2,-1,0,12,0,1,0,blue-collar,single,primary,unknown,may,unknown,0
36,616,156,3,-1,0,12,0,1,1,services,single,secondary,unknown,may,unknown,0
24,237,200,2,-1,0,12,0,1,0,blue-collar,married,secondary,unknown,may,unknown,0
29,380,154,2,-1,0,12,0,0,1,unemployed,married,secondary,unknown,may,unknown,0
23,290,163,4,-1,0,12,0,1,0,admin.,single,secondary,unknown,may,unknown,0
54,104,391,1,-1,0,12,0,1,0,entrepreneur,divorced,secondary,unknown,may,unknown,0
24,117,470,1,-1,0,12,0,1,1,blue-collar,single,secondary,unknown,may,unknown,0
25,276,268,4,-1,0,12,0,1,0,technician,single,secondary,unknown,may,unknown,0
36,-475,793,5,-1,0,12,0,1,0,technician,single,secondary,unknown,may,unknown,0
40,838,619,3,-1,0,12,0,1,0,management,single,unknown,unknown,may,unknown,0
29,382,460,1,-1,0,12,0,1,0,admin.,single,secondary,unknown,may,unknown,0
29,624,246,1,-1,0,12,0,1,0,admin.,married,primary,unknown,may,unknown,0
48,396,194,3,-1,0,12,0,1,0,blue-collar,single,primary,unknown,may,unknown,0
23,5,413,1,-1,0,12,0,0,0,admin.,single,secondary,unknown,may,unknown,0
37,18,574,6,-1,0,12,0,0,0,admin.,single,secondary,unknown,may,unknown,0
31,-464,256,4,-1,0,12,0,1,1,blue-collar,married,primary,unknown,may,unknown,0
29,330,88,2,-1,0,12,0,1,0,services,divorced,secondary,unknown,may,unknown,0
56,2087,146,1,-1,0,12,0,1,0,admin.,married,secondary,unknown,may,unknown,0
28,-260,170,2,-1,0,12,0,1,0,services,single,secondary,unknown,may,unknown,0
44,236,596,1,-1,0,12,0,1,0,blue-collar,married,secondary,unknown,may,unknown,0
48,684,139,1,-1,0,12,0,1,1,blue-collar,married,secondary,unknown,may,unknown,0
30,458,177,3,-1,0,12,0,1,0,blue-collar,married,secondary,unknown,may,unknown,0
32,324,577,1,-1,0,12,0,1,0,unemployed,married,primary,unknown,may,unknown,0
41,1052,335,1,-1,0,12,0,1,1,blue-collar,married,primary,unknown,may,unknown,0
30,37,262,2,-1,0,12,0,0,0,management,divorced,secondary,unknown,may,unknown,0
37,454,115,1,-1,0,12,0,1,0,blue-collar,married,secondary,unknown,may,unknown,0
30,573,116,2,-1,0,12,0,1,0,blue-collar,single,secondary,unknown,may,unknown,0
28,34,136,4,-1,0,12,0,1,0,technician,single,secondary,unknown,may,unknown,0
33,341,289,3,-1,0,12,0,0,1,technician,single,secondary,unknown,may,unknown,0
41,31,529,2,-1,0,12,0,0,0,blue-collar,married,unknown,unknown,may,unknown,0
42,-189,247,2,-1,0,12,0,1,0,management,married,secondary,unknown,may,unknown,0
50,424,72,2,-1,0,12,0,1,0,admin.,single,secondary,unknown,may,unknown,0
23,250,166,2,-1,0,12,0,1,0,student,single,tertiary,unknown,may,unknown,0
38,3165,152,2,-1,0,12,0,1,0,services,married,secondary,unknown,may,unknown,0
31,387,220,3,-1,0,12,0,1,0,blue-collar,divorced,secondary,unknown,may,unknown,0
35,855,241,3,-1,0,12,0,1,0,admin.,single,secondary,unknown,may,unknown,0
52,944,198,3,-1,0,12,0,1,0,admin.,divorced,secondary,unknown,may,unknown,0
36,134,98,2,-1,0,12,0,0,0,blue-collar,married,secondary,unknown,may,unknown,0
28,2845,182,2,-1,0,12,0,1,0,blue-collar,single,secondary,unknown,may,unknown,0
27,2420,391,2,-1,0,12,0,1,0,management,single,tertiary,unknown,may,unknown,0
24,1535,126,2,-1,0,12,0,1,0,student,single,tertiary,unknown,may,unknown,0
45,0,55,2,-1,0,12,0,0,0,management,single,tertiary,unknown,may,unknown,0
39,504,495,1,-1,0,12,0,1,0,technician,married,secondary,unknown,may,unknown,0
38,-329,86,4,-1,0,12,0,1,0,blue-collar,single,secondary,unknown,may,unknown,0
24,94,166,2,-1,0,12,0,1,0,blue-collar,married,secondary,unknown,may,unknown,0
35,538,66,4,-1,0,12,0,1,0,management,divorced,tertiary,unknown,may,unknown,0
32,-18,155,3,-1,0,12,1,1,0,admin.,divorced,secondary,unknown,may,unknown,0
48,26,311,3,-1,0,12,0,1,0,housemaid,divorced,primary,unknown,may,unknown,0
36,177,63,5,-1,0,12,0,1,0,entrepreneur,married,primary,unknown,may,unknown,0
46,633,236,10,-1,0,12,0,1,0,blue-collar,married,primary,unknown,may,unknown,0
28,205,92,3,-1,0,12,0,1,0,technician,single,secondary,unknown,may,unknown,0
50,1114,298,2,-1,0,12,0,1,1,admin.,married,secondary,unknown,may,unknown,0
44,78,253,2,-1,0,12,0,1,0,blue-collar,married,secondary,unknown,may,unknown,0
38,762,163,2,-1,0,12,0,1,0,management,married,tertiary,unknown,may,unknown,0
33,1862,65,1,-1,0,12,0,1,0,self-employed,married,primary,unknown,may,unknown,0
57,73,41,1,-1,0,12,0,0,0,management,single,tertiary,unknown,may,unknown,0
40,2576,10,11,-1,0,12,0,1,1,technician,married,secondary,unknown,may,unknown,0
42,470,221,1,-1,0,12,0,1,0,management,married,primary,unknown,may,unknown,0
32,206,370,1,-1,0,12,0,1,1,services,married,secondary,unknown,may,unknown,0
55,0,467,5,-1,0,12,0,1,1,blue-collar,married,primary,unknown,may,unknown,0
25,-76,241,3,-1,0,12,0,1,0,blue-collar,married,secondary,unknown,may,unknown,0
42,1750,248,2,-1,0,12,0,1,0,management,divorced,tertiary,unknown,may,unknown,0
23,1104,120,2,-1,0,12,0,1,0,admin.,single,secondary,unknown,may,unknown,0
31,286,260,2,-1,0,12,0,1,1,blue-collar,married,secondary,unknown,may,unknown,0
21,137,198,3,-1,0,12,0,1,0,student,single,unknown,unknown,may,unknown,0
34,247,1727,5,-1,0,12,0,1,1,admin.,married,secondary,unknown,may,unknown,0
46,-43,138,8,-1,0,12,0,0,0,entrepreneur,married,tertiary,unknown,may,unknown,0
55,309,115,4,-1,0,12,0,1,0,blue-collar,married,primary,unknown,may,unknown,0
33,339,212,2,-1,0,12,0,1,0,entrepreneur,single,secondary,unknown,may,unknown,0
47,218,58,7,-1,0,12,0,1,0,self-employed,divorced,secondary,unknown,may,unknown,0
33,4128,456,6,-1,0,12,0,1,0,management,single,tertiary,unknown,may,unknown,0
40,867,145,4,-1,0,12,0,1,1,management,single,tertiary,unknown,may,unknown,0
32,1345,289,3,-1,0,12,0,1,0,management,single,tertiary,unknown,may,unknown,0
48,40,300,3,-1,0,12,0,0,0,technician,divorced,secondary,unknown,may,unknown,0
32,1466,264,2,-1,0,12,0,1,0,admin.,single,secondary,unknown,may,unknown,0
26,96,181,2,-1,0,12,0,1,0,blue-collar,single,secondary,unknown,may,unknown,0
38,332,184,4,-1,0,12,0,1,0,blue-collar,married,secondary,unknown,may,unknown,0
46,1474,148,3,-1,0,12,0,1,0,services,married,secondary,unknown,may,unknown,0
49,783,166,4,-1,0,12,0,1,0,blue-collar,married,secondary,unknown,may,unknown,0
33,239,65,5,-1,0,12,0,0,0,management,single,tertiary,unknown,may,unknown,0
45,27,299,5,-1,0,12,0,1,0,blue-collar,married,secondary,unknown,may,unknown,0
32,-24,93,4,-1,0,12,0,1,0,management,married,tertiary,unknown,may,unknown,0
39,23,22,5,-1,0,12,0,1,0,blue-collar,married,secondary,unknown,may,unknown,0
53,6386,170,8,-1,0,12,0,1,0,blue-collar,married,primary,unknown,may,unknown,0
28,-353,89,3,-1,0,12,1,1,0,unemployed,single,secondary,unknown,may,unknown,0
31,-474,215,2,-1,0,12,0,1,0,admin.,married,secondary,unknown,may,unknown,0
34,714,166,4,-1,0,12,0,1,0,entrepreneur,single,tertiary,unknown,may,unknown,0
40,570,109,3,-1,0,12,0,1,0,blue-collar,married,primary,unknown,may,unknown,0
29,16,197,3,-1,0,12,0,0,0,blue-collar,single,secondary,unknown,may,unknown,0
34,1504,395,3,-1,0,12,0,1,0,admin.,single,secondary,unknown,may,unknown,0
38,551,1875,4,-1,0,12,0,1,0,management,married,tertiary,unknown,may,unknown,0
31,-759,220,2,-1,0,12,0,1,0,services,married,secondary,unknown,may,unknown,0
32,1097,298,2,-1,0,12,0,1,0,technician,divorced,secondary,unknown,may,unknown,0
31,520,123,7,-1,0,12,0,1,0,services,married,secondary,unknown,may,unknown,0
53,0,140,7,-1,0,12,0,0,0,blue-collar,single,unknown,unknown,may,unknown,0
38,573,334,7,-1,0,12,0,1,0,blue-collar,single,unknown,unknown,may,unknown,0
57,0,73,3,-1,0,12,1,1,0,blue-collar,married,primary,unknown,may,unknown,0
58,146,186,6,-1,0,12,0,1,0,entrepreneur,married,tertiary,unknown,may,unknown,0
50,-37,78,3,-1,0,12,0,1,0,blue-collar,married,primary,unknown,may,unknown,0
36,90,13,5,-1,0,12,0,1,0,blue-collar,single,secondary,unknown,may,unknown,0
46,0,51,9,-1,0,12,0,1,0,blue-collar,married,primary,unknown,may,unknown,0
39,1242,303,3,-1,0,12,0,1,0,admin.,single,secondary,unknown,may,unknown,0
31,98,159,3,-1,0,12,0,1,1,admin.,single,secondary,unknown,may,unknown,0
44,295,103,8,-1,0,12,0,1,0,management,single,tertiary,unknown,may,unknown,0
53,465,95,3,-1,0,12,0,0,1,admin.,married,secondary,unknown,may,unknown,0
35,1473,84,3,-1,0,12,0,1,0,technician,married,tertiary,unknown,may,unknown,0
40,3122,344,3,-1,0,12,0,1,0,blue-collar,married,secondary,unknown,may,unknown,0
30,317,246,6,-1,0,12,0,1,0,technician,single,secondary,unknown,may,unknown,0
33,176,157,5,-1,0,12,0,1,0,blue-collar,divorced,secondary,unknown,may,unknown,0
39,661,162,4,-1,0,12,0,1,0,blue-collar,married,secondary,unknown,may,unknown,0
25,1,24,12,-1,0,12,0,1,1,admin.,single,secondary,unknown,may,unknown,0
35,-12,212,5,-1,0,12,0,1,0,blue-collar,married,primary,unknown,may,unknown,0
43,1401,195,2,-1,0,12,0,1,0,blue-collar,married,primary,unknown,may,unknown,0
41,171,143,4,-1,0,12,0,1,0,entrepreneur,married,tertiary,unknown,may,unknown,0
55,431,68,2,-1,0,12,0,1,0,blue-collar,married,primary,unknown,may,unknown,0
49,265,274,6,-1,0,12,0,1,0,technician,divorced,secondary,unknown,may,unknown,0
30,227,227,3,-1,0,12,0,1,1,self-employed,married,tertiary,unknown,may,unknown,0
37,336,152,5,-1,0,12,0,1,0,blue-collar,single,secondary,unknown,may,unknown,0
46,41,249,4,-1,0,12,0,1,0,unemployed,divorced,secondary,unknown,may,unknown,0
36,1554,325,4,-1,0,12,0,1,0,blue-collar,married,secondary,unknown,may,unknown,0
45,141,111,4,-1,0,12,0,1,0,services,single,secondary,unknown,may,unknown,0
48,762,81,4,-1,0,12,0,1,0,blue-collar,married,primary,unknown,may,unknown,0
22,650,181,4,-1,0,12,0,1,0,housemaid,single,secondary,unknown,may,unknown,0
46,250,85,2,-1,0,13,0,0,0,admin.,married,secondary,unknown,may,unknown,0
39,130,141,6,-1,0,13,0,1,0,blue-collar,married,secondary,unknown,may,unknown,0
56,11,42,3,-1,0,13,0,0,0,admin.,married,secondary,unknown,may,unknown,0
35,36,182,6,-1,0,13,0,1,0,management,divorced,tertiary,unknown,may,unknown,0
45,333,160,3,-1,0,13,0,1,0,blue-collar,married,primary,unknown,may,unknown,0
28,487,176,4,-1,0,13,0,1,0,technician,married,secondary,unknown,may,unknown,0
32,594,134,2,-1,0,13,0,1,0,admin.,single,tertiary,unknown,may,unknown,0
52,1135,514,5,-1,0,13,0,1,1,services,married,tertiary,unknown,may,unknown,0
26,-3,181,5,-1,0,13,1,1,0,admin.,divorced,secondary,unknown,may,unknown,0
22,-168,160,3,-1,0,13,0,1,0,blue-collar,single,primary,unknown,may,unknown,0
35,414,504,4,-1,0,13,0,0,0,blue-collar,married,primary,unknown,may,unknown,1
44,166,267,3,-1,0,13,0,1,0,technician,single,tertiary,unknown,may,unknown,0
31,472,907,2,-1,0,13,0,1,0,blue-collar,married,secondary,unknown,may,unknown,0
28,-95,200,1,-1,0,13,0,1,0,blue-collar,married,secondary,unknown,may,unknown,0
23,158,139,1,-1,0,13,0,1,0,technician,single,secondary,unknown,may,unknown,0
26,8,147,1,-1,0,13,0,0,0,technician,single,secondary,unknown,may,unknown,0
31,296,161,1,-1,0,13,0,1,0,admin.,single,secondary,unknown,may,unknown,0
27,-541,153,1,-1,0,13,0,1,1,admin.,single,secondary,unknown,may,unknown,0
34,23,109,1,-1,0,13,0,0,0,services,single,secondary,unknown,may,unknown,0
25,17,97,2,-1,0,13,0,1,0,blue-collar,single,primary,unknown,may,unknown,0
25,335,164,1,-1,0,13,0,1,0,blue-collar,single,secondary,unknown,may,unknown,0
22,395,70,1,-1,0,13,0,1,0,services,single,secondary,unknown,may,unknown,0
37,178,71,1,-1,0,13,0,1,0,blue-collar,divorced,secondary,unknown,may,unknown,0
26,101,723,1,-1,0,13,0,1,0,entrepreneur,single,secondary,unknown,may,unknown,0
32,-428,518,1,-1,0,13,0,1,0,blue-collar,married,secondary,unknown,may,unknown,0
26,24299,704,1,-1,0,13,0,1,0,technician,single,secondary,unknown,may,unknown,0
27,181,147,1,-1,0,13,0,0,0,blue-collar,single,secondary,unknown,may,unknown,0
22,83,101,1,-1,0,13,0,1,0,services,married,secondary,unknown,may,unknown,0
32,175,142,1,-1,0,13,0,1,0,technician,married,secondary,unknown,may,unknown,0
33,5,1346,1,-1,0,13,0,1,0,management,divorced,secondary,unknown,may,unknown,1
